thesaurus_title, gcmd_keyword
"NASA/GCMD Earth Science Keywords", "CONTINENT > ANTARCTICA > PORPOISE BAY"
"NASA/GCMD Earth Science Keywords", "BT-67 > Basler BT-67"
"NASA/Global Change Master Directory Earth Science Keywords Version 5.3.8", "Oceans | Ocean Winds | Surface Winds"
"GCMD Keywords", "Earth Science | Biosphere | Terrestrial Ecosystems | Shrubland/Scrub"
"NASA/Global Change Master Directory Earth Science Keywords Version 5.3.8", "Biosphere | Ecological Dynamics | Endangered Species"
"Global Change Master Directory (GCMD) Earth Science Keywords Version 8.0", "EARTH SCIENCE | HUMAN DIMENSIONS | ENVIRONMENTAL IMPACTS | CONSERVATION"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > OCEANS > OCEAN TEMPERATURE > OCEAN TEMPERATURE PROFILES"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Human Dimensions | Human Health | Vital Statistics"
"GCMD Keywords", "Earth Science | Biological Classification | Animals/Invertebrates | Mollusks | Cephalopods"
"NASA/GCMD Keywords, Version 8.5", "EARTH SCIENCE | OCEANS | OCEAN CHEMISTRY | MARINE GEOCHEMISTRY"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Hydrosphere | Ground Water | Groundwater Chemistry"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > BIOLOGICAL CLASSIFICATION > PLANTS"
"NASA/GCMD Keywords, Version 8.5", "EARTH SCIENCE | BIOSPHERE | ECOSYSTEMS | AQUATIC ECOSYSTEMS | WETLANDS | MARINE"
"NASA/Global Change Master Directory Earth Science Keywords Version 5.3.8", "Agriculture | Agricultural Aquatic Sciences | Fisheries"
"Global Change Master Directory Earth Science Keywords, Version 8.5", "EARTH SCIENCE | OCEANS | MARINE ENVIRONMENT MONITORING"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > BIOSPHERE > ECOLOGICAL DYNAMICS > COMMUNITY DYNAMICS > INVASIVE SPECIES"
"NASA/Global Change Master Directory Earth Science Keywords Version 5.3.8", "Biosphere | Zoology | Zooplankton"
"NASA/GCMD Earth Science Keywords", "IMU > INERTIAL MEASUREMENT UNIT"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > ATMOSPHERE > AIR QUALITY > EMISSIONS"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > CLIMATE INDICATORS > ATMOSPHERIC/OCEAN INDICATORS > TEMPERATURE INDICES"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > BIOLOGICAL CLASSIFICATION > ANIMALS/INVERTEBRATES > ROUNDWORMS"
"NASA/GCMD Earth Science Keywords", "COMPASSES"
"GCMD Keywords", "Earth Science | Oceans | Marine Environment Monitoring | Marine Obstructions"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > SOLID EARTH > GEOMAGNETISM > PALEOMAGNETISM"
"Global Change Master Directory Earth Science Keywords, Version 8.5", "EARTH SCIENCE | CLIMATE INDICATORS | ATMOSPHERIC/OCEAN INDICATORS | EXTREME WEATHER"
"GCMD Keywords", "Earth Science | Biological Classification | Protists | Amoeboids | Radiolarians"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > BIOSPHERE > ECOLOGICAL DYNAMICS > SPECIES/POPULATION INTERACTIONS > ENDANGERED SPECIES"
"Global change Master Directory Earth Science Keywords v.5.3.8", "Oceans | Ocean Waves | Wave Speed/direction"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > OCEANS > OCEAN WAVES > WAVE PERIOD"
"NASA/Global Change Master Directory (GCMD) Earth Science Keywords. Version 5.3.8", "Human Dimensions | Environmental Impacts"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > OCEANS > OCEAN PRESSURE"
"GCMD Keywords", "Earth Science | Biosphere | Ecological Dynamics | Ecosystem Functions | Oxygen Demand"
"NASA/GCMD Keywords, Version 8.5", "WATER DEPTH"
"NASA/Global Change Master Directory (GCMD) Earth Science Keywords. Version 5.3.8", "Oceans | Ocean Circulation | Wind-driven Circulation"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > OCEANS > OCEAN CHEMISTRY > DISSOLVED GASES"
"GCMD Keywords", "Earth Science | Biosphere | Terrestrial Ecosystems | Forests"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > SPECTRAL/ENGINEERING > SENSOR CHARACTERISTICS > GEOLOCATION"
"Global Change Master Directory Earth Science Keywords v5.3.8", "Biosphere | Zoology | Birds"
"NASA/GCMD Keywords, Version 8.5", "EARTH SCIENCE | OCEANS | OCEAN OPTICS | PHOTOSYNTHETICALLY ACTIVE RADIATION"
"NASA/GCMD Keywords, Version 8.5", "EARTH SCIENCE | BIOSPHERE | ECOLOGICAL DYNAMICS | SPECIES/POPULATION INTERACTIONS | SPECIES PREDATION"
"NASA/GCMD Earth Science Keywords", "DREDGING DEVICES > DREDGING DEVICES"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > BIOLOGICAL CLASSIFICATION > PROTISTS > PLANKTON"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > BIOLOGICAL CLASSIFICATION > ANIMALS/INVERTEBRATES > ARTHROPODS > CHELICERATES"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Biosphere | Ecological Dynamics | Predation"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > LAND SURFACE > TOPOGRAPHY"
"GCMD Science Keywords 5.3.8", "Biosphere | Ecological Dynamics | Endangered Species"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > OCEANS > SALINITY/DENSITY > CONDUCTIVITY"
"GCMD Keywords", "Earth Science | Atmosphere | Aerosols | Sulfate Particles"
"NASA/Global Change Master Directory Earth Science Keywords Version 5.3.8", "Oceans | Ocean Chemistry"
"NASA/Global Change Master Directory (GCMD) Earth Science Keywords. Version 8.1", "EARTH SCIENCE,HUMAN DIMENSIONS,ENVIRONMENTAL GOVERNANCE/MANAGEMENT"
"GCMD Keywords", "Earth Science | Oceans | Ocean Optics | Scattering"
"GCMD Keywords", "Earth Science | Human Dimensions | Habitat Conversion/Fragmentation | Desertification"
"NASA/GCMD Earth Science Keywords", "ARWS > Automatic Remote Weather Station"
"NASA/Global Change Master Directory (GCMD) Earth Science Keywords Version 5.3.8", "Oceans | Ocean Waves | Swells"
"NASA/GCMD Earth Science Keywords", "GEOS-Chem > Global 3-D chemical transport model (CTM) for atmospheric composition driven by meteorological input from the Goddard > Earth Observing System (GEOS) of the NASA Global Modeling and Assimilation Office"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Oceans | Ocean Chemistry | Nitrate"
"GCMD Science Keywords 5.3.8", "Agriculture | Agricultural Aquatic Sciences | Fisheries"
"GCMD Keywords", "Earth Science | Oceans | Bathymetry/Seafloor Topography | Abyssal Hills/Plains"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Oceans | Marine Biology | Fish"
"GCMD Keywords", "Earth Science | Biosphere | Vegetation | Pigments"
"NASA/GCMD Keywords, Version 8.5", "EARTH SCIENCE | BIOLOGICAL CLASSIFICATION | ANIMALS/INVERTEBRATES | ARTHROPODS | CHELICERATES | ARACHNIDS"
"NASA/GCMD Keywords, Version 8.5", "EARTH SCIENCE | CLIMATE INDICATORS | PALEOCLIMATE INDICATORS | PALEOCLIMATE FORCING | SOLAR FORCING"
"NASA/GCMD Keywords, Version 8.5", "EARTH SCIENCE | OCEANS | OCEAN ACOUSTICS | ACOUSTIC SCATTERING"
"NASA/Global Change Master Directory Earth Science Keywords Version 5.3.8", "Oceans | Ocean Heat Budget"
"Global change Master Directory Earth Science Keywords v.5.3.8", "Waveforms"
"NASA/GCMD Earth Science Keywords", "ECHO SOUNDERS"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Hydrosphere | Water Quality | Nutrients"
"NASA/GCMD Earth Science Keywords", "ICE AUGERS"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > TERRESTRIAL HYDROSPHERE > SURFACE WATER > SURFACE WATER FEATURES > WETLANDS"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > BIOLOGICAL CLASSIFICATION > ANIMALS/INVERTEBRATES > ENTOPROCTS"
"NASA/GCMD Earth Science Keywords", "WATER BOTTLES"
"NASA/GCMD Earth Science Keywords", "OCEAN > SOUTHERN OCEAN > HUKURO COVE"
"NASA/GCMD Earth Science Keywords", "SHIPS"
"NASA/Global Change Master Directory (GCMD) Earth Science Keywords Version 5.3.8", "Biosphere | Ecological Dynamics | Migratory Rates/routes"
"NASA/GCMD Earth Science Keywords", "CONTINENT > ANTARCTICA > Antarctic Peninsula"
"NASA/GCMD Earth Science Keywords", "CONTINENT > ANTARCTICA > Hop Island"
"GCMD Science Keywords 5.3.8", "Land Surface | Geomorphology | Coastal Landforms/processes"
"NASA/GCMD Keywords, Version 8.5", "EARTH SCIENCE | BIOSPHERE | ECOSYSTEMS | MARINE ECOSYSTEMS | REEF | OYSTER REEF"
"GCMD Keywords", "Earth Science | Biological Classification | Fungi | Yeasts/Truffles"
"NASA/Global Change Master Directory (GCMD) Earth Science Keywords. Version 5.3.8", "Biosphere | Zoology | Mollusks"
"Global Change Master Directory (GCMD) Earth Science Keywords Version 8.0", "EARTH SCIENCE | OCEANS | OCEAN TEMPERATURE | SEA SURFACE TEMPERATURE"
"NASA/GCMD Earth Science Keywords", "OCEAN > SOUTHERN OCEAN > WEDDELL SEA > KERGUELEN PLATEAU"
"NASA/GCMD Earth Science Keywords", "DROPSONDES"
"Global Change Master Directory Earth Science Keywords v5.3.8", "Atmosphere | Clouds | Cloud Types"
"NASA/GCMD Earth Science Keywords", "XRD > X-ray Diffractometer"
"Global Change Master Directory (GCMD) Earth Science Keywords Version 8.0", "EARTH SCIENCE | BIOSPHERE | AQUATIC ECOSYSTEMS | BENTHIC HABITAT"
"NASA/GCMD Earth Science Keywords", "OBIS-SEAMAP > OBIS - Spatial Ecological Analysis of Megavertebrate Populations"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > SOLID EARTH > ROCKS/MINERALS/CRYSTALS > MINERALS"
"Global Change Master Directory (GCMD) Earth Science Keywords Version 8.0", "EARTH SCIENCE | BIOLOGICAL CLASSIFICATION | ANIMALS/VERTEBRATES | MAMMALS | CETACEANS | BALEEN WHALES"
"NASA/GCMD Earth Science Keywords", "MINICOSM"
"Global Change Master Directory (GCMD) Earth Science Keywords Version 8.0", "EARTH SCIENCE | BIOLOGICAL CLASSIFICATION | PLANTS | MACROALGAE (SEAWEEDS)"
"NASA/Global Change Master Directory Earth Science Keywords Version 5.3.8", "Oceans | Ocean Optics | Ocean Color"
"NASA/GCMD Keywords, Version 8.5", "EARTH SCIENCE | CRYOSPHERE | GLACIERS/ICE SHEETS | FIRN"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > BIOSPHERE > ECOLOGICAL DYNAMICS > SPECIES/POPULATION INTERACTIONS > EVOLUTIONARY ADAPTATION"
"GCMD Keywords", "Earth Science | Oceans | Ocean Optics"
"NASA/Global Change Master Directory (GCMD) Earth Science Keywords Version 5.3.8", "Biosphere | Ecological Dynamics | Feeding Habitat"
"NASA/GCMD Earth Science Keywords", "CONTINENT > ANTARCTICA > DUMONT D'URVILLE STATION"
"Global Change Master Directory Earth Science Keywords, Version 8.5", "EARTH SCIENCE | BIOLOGICAL CLASSIFICATION | PLANTS | MICROALGAE | DIATOMS"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > PALEOCLIMATE > ICE CORE RECORDS > ELECTRICAL PROPERTIES"
"GCMD Keywords", "Earth Science | Atmosphere | Atmospheric Radiation | Albedo"
"NASA/GCMD Keywords, Version 8.5", "EARTH SCIENCE | SOLID EARTH | GEOCHEMISTRY | BIOGEOCHEMICAL PROCESSES"
"NASA/GCMD Earth Science Keywords", "OCEAN > ATLANTIC OCEAN"
"GCMD Keywords", "Earth Science | Biological Classification | Animals/Invertebrates | Arthropods | Chelicerates | Arachnids"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > CRYOSPHERE > GLACIERS/ICE SHEETS > GLACIER MASS BALANCE/ICE SHEET MASS BALANCE"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Agriculture | Forest Science | Forest Fire Science"
"GCMD Keywords", "Earth Science | Oceans | Coastal Processes | Estuaries"
"NASA/GCMD Earth Science Keywords", "PHANEROZOIC > CENOZOIC > NEOGENE"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > ATMOSPHERE > ATMOSPHERIC RADIATION > SOLAR RADIATION"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > BIOLOGICAL CLASSIFICATION > ANIMALS/INVERTEBRATES > ARTHROPODS"
"NASA/Global Change Master Directory Earth Science Keywords Version 5.3.8", "Atmosphere | Atmospheric Temperature | Air Temperature"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > BIOLOGICAL CLASSIFICATION > ANIMALS/INVERTEBRATES > SEGMENTED WORMS (ANNELIDS)"
"NASA/Global Change Master Directory Earth Science Keywords Version 5.3.8", "Oceans | Ocean Circulation | Eddies"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > OCEANS > SEA ICE > ISOTOPES"
"Global Change Master Directory (GCMD) Earth Science Keywords Version 8.0", "Oceans | Ocean Waves | Wave Period"
"NASA/GCMD Earth Science Keywords", "CONTINENT > ANTARCTICA > Davis"
"NASA/GCMD Keywords, Version 8.5", "EARTH SCIENCE | PALEOCLIMATE | OCEAN/LAKE RECORDS | MICROFOSSILS"
"Global Change Master Directory Earth Science Keywords v5.3.8", "Oceans | Ocean Optics | Attenuation/transmission"
"GCMD Keywords", "Earth Science | Oceans | Ocean Chemistry | Suspended Solids"
"NASA/GCMD Earth Science Keywords", "UAV > Unmanned Aerial Vehicle"
"NASA/GCMD Earth Science Keywords", "XBT > EXPENDABLE BATHYTHERMOGRAPHS"
"NASA/GCMD Earth Science Keywords", "CONTINENT > ANTARCTICA > BROWN BAY"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > OCEANS > OCEAN CHEMISTRY > CARBONATE"
"NASA/Global Change Master Directory (GCMD) Earth Science Keywords. Version 5.3.8", "Oceans | Coastal Processes | Intertidal Zone"
"Global Change Master Directory Earth Science keywords v.5.3.8", "Oceans | Marine Biology | Marine Habitat"
"NASA/GCMD Keywords, Version 8.5", "EARTH SCIENCE | OCEANS | AQUATIC SCIENCES | FISHERIES"
"NASA/GCMD Earth Science Keywords", "HPLC > High-Performance Liquid Chromatograph"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > OCEANS > SEA ICE > ICE GROWTH/MELT"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > PALEOCLIMATE > ICE CORE RECORDS > VOLCANIC DEPOSITS"
"GCMD Keywords", "Earth Science | Oceans | Ocean Temperature"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Oceans | Marine Biology | Marine Invertebrates | infauna"
"GCMD Keywords", "Earth Science | Human Dimensions | Social Behavior"
"NASA/GCMD Earth Science Keywords", "VERTICAL LOCATION > SEA FLOOR"
"NASA/GCMD Earth Science Keywords", "BUOYS"
"NASA/GCMD Earth Science Keywords", "HRR > High Resolution Radiometer"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > CRYOSPHERE > SEA ICE > LEADS"
"NASA/Global Change Master Directory Earth Science Keywords Version 5.3.8", "Oceans | Ocean Chemistry | Carbonate"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > ATMOSPHERE > ATMOSPHERIC RADIATION > ALBEDO"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > CRYOSPHERE > GLACIERS/ICE SHEETS > ICE SHELVES"
"NASA/GCMD Earth Science Keywords", "GLONASS > GLObal NAvigation Satellite System"
"NASA/GCMD Earth Science Keywords", "OXYGEN ANALYZERS > OXYGEN ANALYZERS"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Oceans | Ocean Chemistry | Ph"
"NASA/GCMD Earth Science Keywords", "OCEAN > SOUTHERN OCEAN > K-AXIS"
"Global Change Master Directory (GCMD) Earth Science Keywords Version 8.0", "EARTH SCIENCE | BIOSPHERE | AQUATIC ECOSYSTEMS"
"GCMD Keywords", "Earth Science | Spectral/Engineering | Visible Wavelengths | Visible Imagery"
"NASA/GCMD Keywords, Version 8.5", "EARTH SCIENCE | AGRICULTURE | AGRICULTURAL AQUATIC SCIENCES | FISHERIES"
"GCMD Keywords", "Earth Science | Human Dimensions | Human Settlements | Coastal Areas"
"NASA/GCMD Keywords, Version 8.5", "EARTH SCIENCE | OCEANS | SALINITY/DENSITY | PYCNOCLINE"
"GCMD Keywords", "Earth Science | Oceans | Salinity/Density | Potential Density"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > BIOSPHERE > ECOLOGICAL DYNAMICS > SPECIES/POPULATION INTERACTIONS"
"Global change Master Directory Earth Science Keywords v.5.3.8", "Hydrosphere | Surface Water | Water Depth"
"NASA/Global Change Master Directory (GCMD) Earth Science Keywords Version 5.3.8", "Biosphere | Ecological Dynamics | Symbiosis"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > BIOSPHERE > ECOSYSTEMS > MARINE ECOSYSTEMS > COASTAL"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > PALEOCLIMATE > OCEAN/LAKE RECORDS > SEDIMENTS"
"GCMD Keywords", "Earth Science | Biological Classification | Plants | Macroalgae (Seaweeds)"
"NASA/Global Change Master Directory Earth Science Keywords Version 5.3.8", "Biosphere | Ecological Dynamics | Food-web Dynamics"
"NASA/GCMD Keywords, Version 8.5", "EARTH SCIENCE | OCEANS | MARINE GEOPHYSICS | MARINE MAGNETICS"
"NASA/GCMD Earth Science Keywords", "CONTINENT > ANTARCTICA > Adelie Land"
"NASA/Global Change Master Directory Earth Science Keywords Version 5.3.8", "Agriculture | Agricultural Aquatic Sciences | Aquaculture"
"Global change Master Directory Earth Science Keywords v.5.3.8", "Oceans | Ocean Circulation | Eddies"
"NASA/Global Change Master Directory (GCMD) Earth Science Keywords. Version 5.3.8", "Oceans | Marine Biology | Marine Mammals"
"NASA/GCMD Earth Science Keywords", "TEMPERATURE SENSORS"
"NASA/GCMD Earth Science Keywords", "CONTINENT > ANTARCTICA > TERRA NOVA BAY"
"NASA/Global Change Master Directory Earth Science Keywords Version 5.3.8", "Human Dimensions | Environmental Impacts"
"NASA/GCMD Keywords, Version 8.5", "EARTH SCIENCE | HUMAN DIMENSIONS | INFRASTRUCTURE"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > OCEANS > BATHYMETRY/SEAFLOOR TOPOGRAPHY > CONTINENTAL MARGINS"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > OCEANS > SEA ICE > SEA ICE ELEVATION"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Oceans | Ocean Waves | Wave Types"
"Global Change Master Directory Earth Science Keywords, Version 8.5", "EARTH SCIENCE | BIOLOGICAL CLASSIFICATION | ANIMALS/INVERTEBRATES | ECHINODERMS"
"GCMD Science Keywords 5.3.8", "Solid Earth | Natural Resources | Petroleum"
"NASA/Global Change Master Directory (GCMD) Earth Science Keywords Version 5.3.8", "Biosphere | Ecological Dynamics | Trophic Dynamics"
"NASA/GCMD Earth Science Keywords", "TRENZ > TRophic Ecology of the Nearshore Zone"
"NASA/Global Change Master Directory Earth Science Keywords Version 5.3.8", "Oceans | Ocean Circulation | Wind-driven Circulation"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > CRYOSPHERE > GLACIERS/ICE SHEETS"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > HUMAN DIMENSIONS > ENVIRONMENTAL GOVERNANCE/MANAGEMENT > LAND MANAGEMENT > LAND TENURE"
"GCMD Keywords", "Earth Science | Atmosphere | Atmospheric Radiation | Longwave Radiation"
"NASA/Global Change Master Directory (GCMD) Earth Science Keywords. Version 5.3.8", "Oceans | Ocean Waves | Significant Wave Height"
"Global Change Master Directory Earth Science Keywords v5.3.8", "Biosphere | Zoology | Crustaceans"
"NASA/GCMD Earth Science Keywords", "CONTINENT > ANTARCTICA > HOP ISLAND"
"Global Change Master Directory v5.3.8", "Oceans | Coastal Processes | Beaches"
"NASA/GCMD Earth Science Keywords", "CONTINENT > ANTARCTICA > Holme Bay"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > SOLID EARTH > ROCKS/MINERALS/CRYSTALS > SEDIMENTARY ROCKS"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Biosphere | Ecological Dynamics | Life History"
"GCMD Keywords", "Earth Science | Biosphere | Aquatic Ecosystems | Rivers/Stream Habitat"
"GCMD Keywords", "Earth Science | Oceans | Ocean Pressure | Sea Level Pressure"
"GCMD Keywords", "Earth Science | Terrestrial Hydrosphere | Snow/Ice | Snow Cover"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > ATMOSPHERE > PRECIPITATION > PRECIPITATION AMOUNT"
"GCMD Keywords", "Earth Science | Oceans | Ocean Acoustics"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > ATMOSPHERE > AIR QUALITY > VISIBILITY"
"Global Change Master Directory Earth Science Keywords, Version 8.5", "EARTH SCIENCE | TERRESTRIAL HYDROSPHERE | GLACIERS/ICE SHEETS"
"GCMD Keywords", "Earth Science | Agriculture | Forest Science | Forest Conservation"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Paleoclimate | Ocean/lake Records | Oxygen Isotopes"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > BIOSPHERE > VEGETATION > BIOMASS"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Oceans | Water Quality | Stable Isotopes"
"NASA/GCMD Earth Science Keywords", "CORING DEVICES"
"GCMD Keywords", "Earth Science | Solid Earth | Rocks/Minerals/Crystals | Sedimentary Rocks"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Biosphere | Microbiota | Ciliates"
"Global change Master Directory Earth Science Keywords v.5.3.8", "Solid Earth | Seismology | Earthquake Predictions"
"NASA/Global Change Master Directory (GCMD) Earth Science Keywords. Version 5.3.8", "Biosphere | Aquatic Habitat | Benthic Habitat"
"NASA/Global Change Master Directory (GCMD) Earth Science Keywords. Version 5.3.8", "Oceans | Tides | Tidal Height"
"NASA/GCMD Earth Science Keywords", "FIELD INVESTIGATION"
"NASA/GCMD Earth Science Keywords", "OCEAN > SOUTHERN OCEAN > MCMURDO SOUND"
"NASA/GCMD Earth Science Keywords", "FLUORESCENCE SPECTROSCOPY"
"NASA/GCMD Earth Science Keywords", "CONTINENT > ANTARCTICA > Beaver Lake"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > BIOLOGICAL CLASSIFICATION > ANIMALS/INVERTEBRATES > ECHINODERMS > BRITTLE/BASKET STARS"
"Global change Master Directory Earth Science Keywords v.5.3.8", "Oceans | Ocean Circulation | Wind-driven Circulation"
"NASA/GCMD Earth Science Keywords", "Passive Acoustic Recorder"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Human Dimensions | Environmental Impacts | wastewater discharge"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > OCEANS > SEA ICE > ICE ROUGHNESS"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > ATMOSPHERE > ATMOSPHERIC CHEMISTRY > SULFUR COMPOUNDS > DIMETHYL SULFIDE"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Oceans | Ocean Chemistry | Oxygen"
"GCMD Science Keywords 5.3.8", "Human Dimensions | Environmental Impacts"
"NASA/GCMD Earth Science Keywords", "OCEAN > SOUTHERN OCEAN > SOUTHERN KERGUELEN PLATEAU"
"NASA/GCMD Earth Science Keywords", "VAISALA PTB330 > VAISALA PTB330 DIGITAL BAROMETER"
"NASA/Global Change Master Directory (GCMD) Earth Science Keywords. Version 8.1", "EARTH SCIENCE SERVICES,DATA MANAGEMENT/DATA HANDLING,SUBSETTING/SUPERSETTING"
"NASA/Global Change Master Directory (GCMD) Earth Science Keywords. Version 5.3.8", "Oceans | Water Quality | Toxic Chemicals"
"GCMD Keywords", "Earth Science | Atmosphere | Atmospheric Winds | Wind Stress"
"NASA/GCMD Earth Science Keywords", "CONTINENT > ANTARCTICA > CASEY WHARF"
"NASA/Global Change Master Directory Earth Science Keywords Version 5.3.8", "Atmosphere | Radiation Budget | Shortwave Radiation"
"NASA/Global Change Master Directory Earth Science Keywords Version 5.3.8", "Biosphere | Ecological Dynamics | Trophic Dynamics"
"NASA/Global Change Master Directory Earth Science Keywords Version 5.3.8", "Oceans | Ocean Chemistry | Organic Matter"
"NASA/Global Change Master Directory Earth Science Keywords Version 5.3.8", "Biosphere | Zoology | Mollusks"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Hydrosphere | Ground Water | Discharge/flow"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > PALEOCLIMATE > ICE CORE RECORDS > PARTICULATE MATTER"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > ATMOSPHERE > ATMOSPHERIC TEMPERATURE > SURFACE TEMPERATURE > AIR TEMPERATURE"
"NASA/GCMD Earth Science Keywords", "CONTINENT > ANTARCTICA > Wilkes Station"
"NASA/GCMD Earth Science Keywords", "SOUNDERS"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Biosphere | Ecological Dynamics | Biomass"
"Global Change Master Directory Earth Science keywords v.5.3.8", "Biosphere | Ecological Dynamics | Competition"
"GCMD Keywords", "Earth Science | Oceans | Sea Ice | Sea Ice Concentration"
"GCMD Keywords", "Earth Science Services | Environmental Advisories | Marine Advisories | Ocean Temperature"
"NASA/GCMD Keywords, Version 8.5", "EARTH SCIENCE | BIOLOGICAL CLASSIFICATION | PLANTS | ANGIOSPERMS (FLOWERING PLANTS) | MONOCOTS | SEAGRASS"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > BIOSPHERE > VEGETATION > CHLOROPHYLL"
"Global Change Master Directory Earth Science Keywords v5.3.8", "Radiance Or Imagery | Ultraviolet Wavelengths | Ultraviolet Radiance"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Cryosphere | Sea Ice | Sea Ice Concentration"
"NASA/GCMD Keywords, Version 8.5", "CONTINENTAL MARGINS"
"GCMD Keywords", "Earth Science | Oceans | Ocean Chemistry | Radiocarbon"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > CRYOSPHERE > SNOW/ICE > SNOW DEPTH"
"Global Change Master Directory Earth Science Keywords v5.3.8", "Hydrosphere | Water Quality | Acid Deposition"
"GCMD Keywords", "Earth Science | Oceans | Ocean Chemistry | Phosphate"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > OCEANS > OCEAN OPTICS > ATTENUATION/TRANSMISSION"
"NASA/GCMD Earth Science Keywords", "BSR > BROADBAND SOLAR RADIOMETER"
"Global change Master Directory Earth Science Keywords v.5.3.8", "Hydrosphere | Surface Water | Total Surface Water"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > BIOSPHERE > ECOLOGICAL DYNAMICS > ECOSYSTEM FUNCTIONS > RESPIRATION RATE"
"NASA/GCMD Earth Science Keywords", "SEDIMENT CORERS"
"Global Change Master Directory Earth Science Keywords v.5.3.8", "Biosphere | Zoology | Fish | sharks"
"NASA/GCMD Earth Science Keywords", "ICP-ES > INDUCTIVELY COUPLED PLASMA EMISSION SPECTROSCOPY"
"NASA/GCMD Earth Science Keywords", "CONTINENT > ANTARCTICA > Deception Island"
"NASA/GCMD Earth Science Keywords", "EARTH SCIENCE > OCEANS > MARINE GEOPHYSICS > PLATE TECTONICS"
